Combination of Genres,Average Revenue
Horror|Science Fiction,13512887.037037037
Fantasy|Drama,13482227.0
Comedy|Mystery|Romance|Thriller,13475000.0
Animation|Adventure|Action,13422333.0
Romance|Thriller|Drama,13206746.666666666
Music|Fantasy|Drama|Comedy|Romance,13200000.0
Mystery|Animation|Fantasy,12947880.0
Horror|Action|Thriller|Science Fiction,12925357.2
Thriller|Action|Comedy|Crime,12881605.0
Horror|Science Fiction|Fantasy|Mystery|Thriller,12834936.0
Drama|Comedy|Fantasy,12780692.0
Thriller|Action|Horror,12711044.0
Animation|Adventure|Fantasy|Action,12705094.0
Action|Thriller|Crime|Romance,12600000.0
Thriller|Science Fiction|Mystery|Romance,12532777.0
Family|Comedy|Adventure|Action|Science Fiction,12506188.0
Animation|Adventure|Fantasy,12422237.0
Romance|Crime|Drama,12376625.0
Animation|Fantasy|Romance|Drama,12319812.0
Science Fiction|Thriller,12202783.44
History|Romance,12200000.0
Action|Thriller|Crime|Drama,12193170.8
Drama|Mystery|Thriller|Fantasy,12141122.0
Animation|Family|Music,12131084.0
Animation|Adventure|Family|Comedy|Music,12127842.0
Drama|Romance|Adventure,12073071.666666666
Action|Adventure|Science Fiction|Fantasy|Thriller,12000000.0
Comedy|Drama|Mystery|Thriller,11879046.0
Adventure|Drama|History|Thriller|War,11744471.0
Drama|Action|Crime,11697956.272727273
Thriller|Science Fiction|Adventure|Action,11665465.0
Drama|Fantasy|Horror|Mystery|Romance|Thriller,11560806.0
Horror|Drama,11518408.181818182
Comedy|Drama|Music,11420667.166666666
Action|Horror,11402901.8
Adventure|Animation|Fantasy,11257622.0
Adventure|Action|Horror|Science Fiction,11203026.0
Family|Comedy|Drama,11154335.5
Horror|Comedy,11143858.75
Drama|Music|Romance|Comedy,11122090.0
Adventure|Fantasy|Action|Western|Thriller,11087569.0
Action|History|Thriller|Fantasy,11083449.0
Animation|War|Drama,11000000.0
Drama|Fantasy|Animation,10841702.0
Adventure|Romance,10814000.0
Animation|Action|Adventure,10559813.5
Action|Western|Drama|Fantasy|Thriller,10539000.0
Drama|Horror|Crime,10450929.5
Action|Adventure|Family|Fantasy,10273082.0
Family|Adventure,10160474.4
Animation|Action|Comedy,10088325.75
Drama|Thriller|Mystery|Action,10083386.0
Thriller|Drama|Horror,10064158.666666666
Animation|Romance|Family,10054356.0
Thriller|Mystery|Drama|Horror|Crime,9900000.0
Science Fiction|Drama|Mystery,9862167.0
Horror|Mystery|Science Fiction,9854768.0
Animation|Action|Family|Science Fiction,9775533.5
Crime|Thriller|Action,9748618.333333334
Comedy|Drama|Romance|Science Fiction,9636289.0
Action|Drama|Crime|Thriller|Mystery,9602464.5
Comedy|Action|Fantasy,9580984.5
Crime|Drama|History,9580131.666666666
Adventure|Mystery|Animation,9530662.0
Drama|Comedy|War,9440272.0
Comedy|Adventure|Romance,9377968.0
Western|Action|Thriller,9318268.5
Science Fiction,9305243.714285715
Comedy|Romance|Fantasy|Drama,9128263.0
Thriller,9115378.835051546
Comedy|Horror,9057166.142857144
Adventure|Drama|Comedy,9045467.75
Western|Adventure|Drama|Romance,9012000.0
Thriller|Action|Science Fiction,8857815.5
Animation|Adventure|Comedy|Family|Fantasy|Music,8751856.0
Action|Animation|Fantasy|Adventure,8749681.0
Comedy|Thriller|Crime,8723550.333333334
War|Drama|History|Romance,8654322.0
Fantasy|Adventure|Drama,8566723.0
Science Fiction|Horror,8506861.777777778
Action|Drama|Crime,8279246.4
Family|Animation|Adventure|Comedy|Crime,8194857.0
Animation|Comedy|Drama|Family|Adventure,8109160.0
Drama|History|Comedy|Family,8096007.0
Action|Adventure|Comedy|Drama|Fantasy|Animation,8084148.0
Crime|Horror|Thriller|Drama,7938872.0
Action|Thriller|Drama|Adventure,7936012.0
Action|Adventure|Horror,7910928.0
Crime|Drama|Mystery|Romance|Thriller,7875000.0
Mystery|Romance|Thriller,7797728.0
Mystery|Horror|Thriller,7770657.833333333
Animation|Thriller,7687893.666666667
Animation|Science Fiction|Thriller,7659918.0
Animation|Comedy,7557963.909090909
Fantasy|Drama|Mystery,7500000.0
Crime|Drama|Romance,7478741.125
Adventure|Animation|Action|Fantasy,7449778.0
Adventure|Fantasy|Animation|Action|Science Fiction,7401480.0
Horror|Crime|Drama,7398118.0
Action|Crime|Science Fiction,7354348.0
Thriller|Horror,7336120.402985075
Family|History|Drama,7299662.0
Crime|Action|Drama,7284568.428571428
Family|Animation|Fantasy|Adventure|Comedy,7235829.0
Adventure|Fantasy|Action|Science Fiction,7148219.0
Action|Adventure|Comedy|Drama|Animation,7090891.0
Adventure|Fantasy|Drama|Science Fiction|Romance|Family,7070330.0
Fantasy|Action|Science Fiction,7033683.0
Animation|Adventure|Action|Fantasy,6955973.0
Animation|Comedy|Action|Adventure|Family,6928960.0
Thriller|Mystery|Crime,6828190.0
Action|Drama|History|Romance,6775121.0
Crime,6771211.6
Action|Comedy|Horror,6754794.0
Comedy|Fantasy|Animation|Drama|Family,6748712.0
Adventure|Family,6726000.0
Action|Animation|Family|Adventure|Science Fiction,6700000.0
Science Fiction|Crime|Action|Animation|Mystery,6629178.0
Fantasy|Drama|Horror|Thriller,6582065.0
Thriller|Horror|Drama,6562212.375
Drama|Mystery,6505916.777777778
Fantasy|Animation|Family|Adventure,6455530.0
Animation|Horror|Adventure|Comedy,6300000.0
Crime|Thriller|Mystery,6109625.166666667
Family|Adventure|Action|Comedy,6106166.5
Action|Science Fiction|Fantasy,6049962.0
Action|Animation|Fantasy|Drama,6032296.0
Action|Horror|Science Fiction,6006912.583333333
Horror|Drama|Thriller|Mystery,6004321.0
Western|Adventure|Action|Romance,6000000.0
Mystery|Drama|Thriller|Romance,6000000.0
Animation|Action|Drama,6000000.0
Family|Fantasy|Science Fiction,5935269.0
Animation|Science Fiction|Action|Adventure|Family,5849647.0
Action|Science Fiction|Thriller|Mystery,5805201.0
Drama|Music|Mystery|Romance,5738952.0
Thriller|Science Fiction|Drama,5735963.0
Mystery|Thriller|Crime|Comedy|Drama,5707415.0
Animation|Action|Family,5705822.0
Animation|Drama|Romance|Comedy,5659286.0
Action|Animation|Crime|Mystery,5617391.0
Action|Animation|Adventure,5584848.6
Drama|Thriller|Mystery|Horror,5582950.5
Drama|Horror|Crime|Thriller,5566776.0
Adventure|Fantasy|Animation|Action|Comedy|Science Fiction,5409517.0
Action|Animation|Science Fiction,5375215.363636363
Adventure|Horror|Thriller,5346269.0
Music|Comedy|Romance,5300000.0
Action|Adventure|Animation|Science Fiction|Family,5231128.0
Adventure|Fantasy|Animation|Action|Family|Romance,5228752.0
Documentary|Music,5220958.095238095
Comedy|Adventure|Science Fiction|Fantasy,5216102.0
Adventure|Comedy|War,5200000.0
Romance|Adventure|Action|History,5151023.0
Music|Romance|Drama,5118205.25
Action|Adventure|Crime|Drama|Thriller|Western,5048693.0
Thriller|Science Fiction|Action,5039113.0
Animation|Adventure|Fantasy|Mystery,4971635.0
Animation|Fantasy|Action|Romance|Comedy,4970358.5
History|Drama|Mystery|Thriller,4957273.0
Adventure|Action|Drama,4947757.0
Drama|Action|War,4944386.0
Adventure|Animation|Comedy|Family|Music,4710273.0
Adventure|Animation|Comedy,4675507.0
Crime|Thriller|Drama|Horror,4633668.0
Thriller|Horror|Science Fiction,4603323.2
History|Thriller|War,4600000.0
Thriller|Animation|Action|Crime,4571025.0
Comedy|Family|Fantasy|Music,4500000.0
Animation|Drama|Music|Romance,4426494.5
Comedy|Romance|Science Fiction|Drama,4424699.0
War|Action|History|Thriller,4412639.0
Drama|Crime|Mystery|Thriller,4309383.0
Thriller|Romance|Adventure,4230000.0
Comedy|Drama|Romance|Fantasy|Adventure,4210454.0
Animation|Action|Science Fiction,4205114.25
Adventure|Animation|Comedy|Family|Fantasy|Romance,4190750.0
Western|Drama,4164907.875
Drama|Mystery|Horror,4160851.0
Comedy|Animation|Adventure|Family,4153345.0
Thriller|Crime|Science Fiction|Mystery,4100000.0
Action|Comedy|Fantasy|Science Fiction,4064495.0
Horror|Drama|Mystery|Thriller|Fantasy,4045770.0
Western|Thriller,4000000.0
Adventure|Action|Romance,3981000.0
Adventure|Animation,3953834.75
Drama|Thriller|Romance|Science Fiction|Mystery,3945729.0
Family|Adventure|Comedy|Science Fiction|Crime,3900000.0
Action|Adventure|History,3887945.3333333335
Horror|Thriller|Fantasy,3855260.5
Fantasy|Animation|Drama|Science Fiction,3800000.0
Fantasy|Horror,3799219.4545454546
Comedy|Drama|Romance|Family,3783000.0
Romance|Drama|Adventure,3778601.0
Action|Animation|Crime|Drama,3775000.0
Horror|Crime|Thriller,3769214.0
Thriller|Romance,3758328.0
History|Drama|Romance,3739177.0
Adventure|Animation|Drama,3713768.0
Animation|Drama|Comedy,3694190.0
Drama|Romance|Thriller|Horror,3621046.0
Romance|War|Drama,3603484.0
Mystery|Drama|Crime|Thriller,3595200.5
Horror|Mystery|Fantasy,3533227.0
Comedy|Drama|Family|Music|Romance|TV Movie,3500000.0
Thriller|Action|Animation|Science Fiction,3469151.0
Animation|Romance|Adventure|Drama|Fantasy,3445000.0
Romance|Drama|Family,3438735.0
Drama|Fantasy|Horror|Thriller,3295624.0
Mystery|Drama|Thriller,3270730.0
Drama|Family|Fantasy,3214708.0
Thriller|Action|Drama|War,3200000.0
Comedy|Crime|Drama|Romance,3125224.0
Action|Thriller|Horror,3104455.6666666665
Horror|Thriller|Comedy,3039099.75
Comedy|Music|War,3020664.0
Adventure|Science Fiction|TV Movie,2966666.6666666665
Drama|Crime|Comedy,2862314.6666666665
War|Drama,2858607.285714286
Action|Thriller|Science Fiction|Horror,2856712.0
Drama|Crime|Documentary,2847319.0
Adventure|Animation|Family|Fantasy,2799630.3333333335
Drama|Mystery|Crime,2762461.0
Music|Comedy|Drama,2709013.75
Drama|History|Romance|Thriller,2652725.0
Drama|Action|Crime|Thriller|Mystery,2633527.0
Drama|Horror|Science Fiction,2622101.8333333335
Science Fiction|Action|Adventure|TV Movie,2600000.0
Action|Animation|Comedy,2532501.4285714286
Science Fiction|Adventure|Comedy|Fantasy,2500000.0
Comedy|Drama|Western,2500000.0
Action|Drama|Romance,2452500.0
Fantasy|Science Fiction|Family,2399280.0
Family|Action|Comedy,2397153.0
Fantasy|Drama|Thriller,2353459.5
Adventure|Documentary,2334228.0
Science Fiction|Drama|Romance|Fantasy,2331721.0
Horror|Drama|Thriller|Fantasy,2325977.0
Action|Animation|Fantasy,2143850.375
Action|Adventure|Horror|Science Fiction,2131057.0
Action|Adventure|Animation|Science Fiction,2033682.0
Crime|Romance|Thriller,2006704.0
Animation|Science Fiction,2004137.1818181819
Drama|Mystery|Thriller|Romance,2000000.0
Drama|Mystery|Fantasy,1999955.0
Fantasy|Action|Crime,1891907.0
Comedy|Horror|Drama|Thriller,1882074.0
Action|Comedy|Animation,1880000.0
Action|Crime|Mystery,1859691.5
Family|Adventure|Animation,1841312.5
Action|Adventure|Fantasy|Horror,1825137.5
Mystery|Drama|Horror|History,1824902.0
Animation|Action|Adventure|History|Drama|Fantasy,1803949.5
Thriller|War|Drama,1803009.0
Comedy|Science Fiction|Fantasy,1794187.0
Drama|Crime|Thriller|Mystery,1787926.0
Mystery|Crime|Thriller,1772000.0
Music|Comedy|Romance|Drama,1697294.0
Comedy|Animation|Action,1656516.0
Drama|Thriller|Romance,1607373.5
Thriller|Horror|Comedy,1534604.5
Thriller|Horror|Fantasy,1506105.0
Fantasy|Animation|Action|Science Fiction,1488577.0
Fantasy|Horror|Action|Science Fiction,1395610.0
Adventure|Horror|Science Fiction,1300000.0
Crime|Romance,1293976.0
Drama|Fantasy|Science Fiction,1266664.3333333333
Horror|Action|Thriller|Fantasy,1214525.0
Action|Drama|Horror|Mystery|Thriller,1179002.0
Science Fiction|Animation|Action,1166666.6666666667
Drama|Horror|Thriller|Mystery,1096737.0
Comedy|Action|Adventure|Fantasy,1070714.0
Music,1061850.4444444445
Action|Drama|Fantasy|History|Adventure,1053002.0
Mystery|Science Fiction|Horror|Thriller,1023510.0
Science Fiction|Drama|Thriller|Horror,1019041.0
Action|Thriller|Science Fiction|War,1000000.0
Action|Adventure|Comedy|Drama|War,1000000.0
Crime|Drama|Action|Thriller|Science Fiction,967000.0
Documentary|Thriller,946634.0
Animation|Drama|Mystery|Science Fiction|Thriller|Fantasy,944915.0
Animation|Drama|Fantasy|Family,921974.0
Family|Fantasy|Drama,889816.0
Drama|Fantasy|Science Fiction|Thriller,885188.0
Adventure|Action|Science Fiction|Thriller,875386.0
Western|Action|Drama,872447.3333333334
Family|Adventure|Comedy|Fantasy,822030.0
Science Fiction|Action|Comedy|Horror,800000.0
Action|Crime|Horror|Thriller,780000.0
Comedy|Romance|Fantasy|Science Fiction,754935.0
Horror|Science Fiction|Drama|Thriller,700000.0
Thriller|Horror|Crime,678604.0
Action|Horror|Thriller|Comedy,658573.0
Adventure|Science Fiction|Animation|Fantasy|Horror,641308.0
Romance,633209.2424242424
Science Fiction|Action|Animation,559650.0
Romance|Horror|Thriller,515596.0
Action|Science Fiction|Adventure|Horror,496090.5
Animation|Comedy|Family|Fantasy|Music,485232.0
Documentary,476251.0412371134
War|History|Drama,470382.0
Romance|Thriller|Action,467282.0
Action|Horror|Comedy,431020.0
Animation|Action,429610.4166666667
Science Fiction|Horror|Mystery,427399.0
Horror|Thriller|Science Fiction|Mystery,424445.0
Romance|Drama|War,413844.0
Fantasy|Animation|Science Fiction,412690.6666666667
Action|Comedy|Fantasy|Science Fiction|Adventure,400900.0
Animation,400746.26086956525
Mystery|Thriller|Drama|Horror,397783.0
Drama|Adventure|Comedy|Romance,396003.0
Action|Drama|Horror|Mystery|History,382879.0
Comedy|Science Fiction|Drama|Mystery|Thriller,374743.0
Animation|Comedy|Adventure,369971.5
Drama|Music|Horror|Thriller,365353.0
Animation|Comedy|Fantasy,364408.6
Family|Animation|Music,360736.0
Music|Horror|Fantasy,359377.0
History|Documentary,326810.5
Adventure|Western,319320.5
Romance|History,242115.0
Thriller|Drama|Music,237708.0
Family|War|History,231719.0
Fantasy|Romance|Horror,228894.0
Drama|Action|Comedy|Thriller|Crime,199436.0
Horror|Romance,197500.0
Animation|Science Fiction|Action,185266.625
Horror|Thriller|War|Fantasy,178592.0
Drama|Thriller|Adventure,176669.0
Comedy|Horror|Action,165623.0
Animation|Romance|Drama,165444.66666666666
Action|Horror|Mystery|Thriller,163169.0
Drama|Action|Comedy|Crime,160676.5
Science Fiction|Action|Crime|Thriller|Drama,157209.0
Horror|Comedy|Thriller,156190.0
Drama|Science Fiction|Animation,151938.33333333334
Animation|Fantasy|Horror|Action,151086.0
Mystery|Horror|Science Fiction,151042.0
Horror|Drama|Comedy,150277.0
Family|Animation|Fantasy,142920.33333333334
Drama|Family|TV Movie,127345.0
Horror|Thriller|Drama|Mystery,124048.0
Crime|Horror|Thriller,117725.25
Drama|Comedy|History,116319.0
Comedy|War|Adventure|Drama,103971.0
Animation|Action|Fantasy,98690.66666666667
Mystery|Horror|Fantasy,91549.0
Romance|Comedy|Horror,88273.0
Action|Horror|Western,83722.5
Animation|Music|Family,74280.0
Thriller|History,73586.0
Animation|Drama|Romance,72964.42857142857
Drama|Science Fiction|Romance,69434.0
Crime|Drama|Horror,68716.0
Adventure|Animation|Comedy|Family|Science Fiction,58436.5
Drama|Thriller|Adventure|Horror,56385.0
Crime|Thriller|Western|Action,53647.0
Thriller|Drama|Crime|Mystery,51768.0
Science Fiction|Animation,50601.5
Fantasy|Thriller|Drama,45431.0
Horror|Comedy|Crime|Thriller,43840.0
Adventure|Science Fiction|Family,39296.0
Science Fiction|Comedy|Horror,35479.0
Comedy|Action|Romance|Crime,34694.0
War|Drama|Romance,32067.25
Adventure|Drama|Action|Fantasy,30638.0
Horror|Action|Comedy,26210.0
Fantasy|Thriller|Horror|Science Fiction,23665.0
War|Drama|Horror,22017.0
Horror|Thriller|Drama,20989.25
Crime|Drama|Thriller|Mystery,11666.666666666666
Drama|Horror|Romance,9200.0
Drama|Horror|Thriller|Crime,8811.0
Drama|Horror|Romance|Thriller,7362.0
Adventure|Comedy|Action|Romance,6075.0
Action|Western,5759.0
Action|Science Fiction|Horror|TV Movie,5303.0
Thriller|Science Fiction|Mystery|Horror,4973.0
Drama|Mystery|Romance,3062.6666666666665
Family,519.9
Animation|Fantasy,0.0
Animation|Fantasy|Action|Drama|Comedy,0.0
Animation|Fantasy|Adventure|Action|Family,0.0
Animation|Family|Fantasy|Comedy|Music|Adventure,0.0
Animation|Family|Fantasy|Music|TV Movie|Science Fiction,0.0
Animation|Family|Fantasy|Romance,0.0
Animation|Family|Fantasy|Science Fiction,0.0
Animation|Family|Mystery|Comedy,0.0
Animation|Family|Mystery|Comedy|Western,0.0
Animation|Family|Romance,0.0
Drama|War|Comedy|History,0.0
Drama|War|Mystery,0.0
Drama|War|TV Movie,0.0
Drama|War|Thriller,0.0
Family|Action,0.0
Family|Action|Adventure|Comedy|TV Movie,0.0
Family|Action|Adventure|Crime|Mystery|Thriller|Comedy,0.0
Drama|Thriller|TV Movie,0.0
Drama|Thriller|TV Movie|War,0.0
Drama|Thriller|Western,0.0
Drama|War|Action|Adventure,0.0
Animation|Family|Action|Science Fiction,0.0
Animation|Family|Adventure|Action,0.0
Animation|Family|Adventure|Action|Comedy,0.0
Animation|Family|Adventure|Action|Comedy|Drama,0.0
Animation|Family|Adventure|Comedy|Music,0.0
Animation|Family|Adventure|Drama|Fantasy,0.0
Animation|Family|Comedy|Adventure|TV Movie,0.0
Animation|Family|Comedy|Music|Fantasy,0.0
Family|Adventure|Animation|Fantasy|Action|Science Fiction,0.0
Family|Adventure|Animation|Fantasy|Science Fiction,0.0
Family|Adventure|Animation|Romance,0.0
Family|Adventure|Comedy,0.0
Family|Adventure|Comedy|Drama,0.0
Family|Adventure|Comedy|Music|Fantasy|TV Movie,0.0
Family|Action|Drama|Romance|TV Movie,0.0
Family|Adventure|Animation|Action|Fantasy,0.0
Family|Adventure|Animation|Comedy|Fantasy|Mystery,0.0
Family|Adventure|Animation|Comedy|Mystery,0.0
Animation|Fantasy|Adventure|Comedy,0.0
Animation|Fantasy|Adventure|Drama,0.0
Animation|Fantasy|Adventure|Mystery,0.0
Animation|Fantasy|Comedy|Science Fiction|Adventure,0.0
Animation|Fantasy|Drama|Science Fiction,0.0
Animation|Fantasy|Family|Action|Adventure|Science Fiction|TV Movie,0.0
Animation|Fantasy|Family|Adventure|Comedy|TV Movie,0.0
Family|Action|Adventure|TV Movie,0.0
Animation|Drama|History,0.0
Animation|Drama|History|Horror,0.0
Animation|Drama|Mystery|Science Fiction,0.0
Animation|Comedy|Science Fiction|TV Movie,0.0
Animation|Comedy|TV Movie,0.0
Animation|Crime|Action|Thriller,0.0
Animation|Crime|Thriller,0.0
Animation|Drama|Action,0.0
Animation|Drama|Adventure|Family,0.0
Animation|Drama|Adventure|Fantasy,0.0
Family|Animation|Adventure|Comedy|TV Movie,0.0
Family|Animation|Comedy|Action|Adventure,0.0
Family|Animation|Comedy|Fantasy|Music|Mystery,0.0
Family|Animation|Comedy|Mystery,0.0
Family|Animation|Comedy|Mystery|Adventure,0.0
Family|Animation|Comedy|Science Fiction|TV Movie,0.0
Family|Animation|Comedy|TV Movie,0.0
Animation|Family|Comedy|Mystery|Science Fiction|Adventure|Fantasy,0.0
Animation|Family|Comedy|Science Fiction,0.0
Animation|Family|Comedy|Science Fiction|Adventure,0.0
Family|Adventure|Fantasy|Romance|Drama,0.0
Family|Adventure|Romance,0.0
Family|Animation|Action|Adventure,0.0
Family|Animation|Action|Comedy|Science Fiction|TV Movie|Adventure,0.0
Family|Animation|Action|Science Fiction,0.0
Family|Comedy|Drama|Music|TV Movie,0.0
Family|Comedy|Drama|TV Movie,0.0
Family|Comedy|Fantasy|Animation,0.0
Family|Comedy|Fantasy|TV Movie,0.0
Family|Comedy|Music|TV Movie,0.0
Family|Comedy|Mystery|Animation,0.0
Family|Comedy|Science Fiction|TV Movie,0.0
Family|Comedy|TV Movie,0.0
Family|Animation|Science Fiction|Comedy,0.0
Family|Animation|Science Fiction|Comedy|TV Movie,0.0
Family|Animation|TV Movie,0.0
Family|Comedy|Adventure|Crime,0.0
Family|Comedy|Animation|Adventure|Mystery,0.0
Family|Comedy|Animation|Adventure|Science Fiction|TV Movie,0.0
Family|Animation|Fantasy|Comedy|Action,0.0
Family|Animation|Music|Adventure,0.0
Family|Animation|Mystery|Adventure|Comedy|Fantasy|Music,0.0
Family|Animation|Mystery|Comedy,0.0
Family|Animation|Romance|Adventure,0.0
Family|Animation|Romance|Fantasy,0.0
Family|Animation|Science Fiction,0.0
Animation|Drama|Romance|Fantasy,0.0
Animation|Drama|Romance|Science Fiction|Fantasy|Action,0.0
Animation|Drama|Thriller|Fantasy,0.0
Animation|Family|Action,0.0
Animation|Family|Action|Adventure|Drama|Fantasy,0.0
Animation|Family|Action|Comedy,0.0
Animation|Comedy|Fantasy|Science Fiction,0.0
Animation|Comedy|Music|Family,0.0
Animation|Comedy|Mystery|Family|Fantasy,0.0
Animation|Comedy|Romance|Drama|Fantasy,0.0
Animation|Comedy|Science Fiction,0.0
Family|Fantasy|Comedy|TV Movie,0.0
Family|Fantasy|Horror,0.0
Animation|Comedy|Family|Mystery|TV Movie,0.0
Animation|Comedy|Family|Romance,0.0
Animation|Comedy|Family|Science Fiction|Adventure|TV Movie,0.0
Animation|Comedy|Family|TV Movie|Music|Adventure|Science Fiction,0.0
Animation|Comedy|Fantasy|Music,0.0
Animation|Comedy|Fantasy|Romance,0.0
Animation|Comedy|Fantasy|Romance|Science Fiction,0.0
Animation|Comedy|Drama|Mystery|Fantasy,0.0
Animation|Comedy|Family|Action,0.0
Animation|Comedy|Family|Mystery,0.0
Animation|Comedy|Family|Mystery|Adventure|Fantasy,0.0
Animation|Comedy|Family|Mystery|Adventure|Horror,0.0
Animation|Comedy|Family|Mystery|Fantasy,0.0
Family|Drama|Adventure,0.0
Family|Fantasy,0.0
Family|Fantasy|Adventure|Animation|Comedy,0.0
Family|Fantasy|Adventure|Comedy,0.0
Family|Fantasy|Adventure|Comedy|Horror,0.0
Family|Fantasy|Animation,0.0
Family|Fantasy|Animation|Comedy,0.0
Family|Fantasy|Animation|Comedy|Adventure,0.0
Family|TV Movie|Animation,0.0
Family|TV Movie|Comedy,0.0
Family|TV Movie|Comedy|Action|Adventure,0.0
Family|TV Movie|Comedy|Drama,0.0
Family|TV Movie|Comedy|Romance,0.0
Family|TV Movie|Comedy|Science Fiction|Adventure,0.0
Family|TV Movie|Drama|Fantasy,0.0
Family|TV Movie|Fantasy|Romance,0.0
Family|Mystery|Animation|Comedy|Action|Fantasy,0.0
Family|Mystery|Comedy|Fantasy,0.0
Family|Romance,0.0
Family|Romance|Comedy,0.0
Family|Romance|Drama,0.0
Family|Science Fiction|TV Movie,0.0
Family|TV Movie,0.0
Family|TV Movie|Adventure|Comedy|Drama|Fantasy,0.0
Family|History|Music,0.0
Family|Music,0.0
Family|Music|Adventure|Comedy|Fantasy|TV Movie,0.0
Family|Music|Adventure|Fantasy|Comedy,0.0
Family|Music|Comedy|Drama|TV Movie|Romance,0.0
Family|Music|TV Movie,0.0
Family|Music|TV Movie|Comedy,0.0
Family|Mystery|Animation|Comedy,0.0
Family|Fantasy|Horror|TV Movie,0.0
Family|Fantasy|Music,0.0
Family|Fantasy|Music|Animation,0.0
Family|Fantasy|TV Movie,0.0
Family|Fantasy|TV Movie|Music|Adventure|Action|Romance,0.0
Animation|Comedy|Action|Family,0.0
Animation|Comedy|Adventure|Fantasy|Family,0.0
Animation|Comedy|Drama,0.0
Animation|Comedy|Drama|Fantasy|Romance,0.0
Fantasy|Adventure|Animation,0.0
Fantasy|Adventure|Animation|Comedy|Family|Music,0.0
Animation|Adventure|Fantasy|Family,0.0
Animation|Adventure|Fantasy|Science Fiction|Family,0.0
Animation|Adventure|Fantasy|TV Movie|Comedy,0.0
Animation|Adventure|Mystery,0.0
Animation|Adventure|Thriller,0.0
Animation|Adventure|Comedy|Fantasy|Action|Family,0.0
Animation|Adventure|Crime|Family|Comedy,0.0
Animation|Adventure|Drama|Fantasy,0.0
Animation|Adventure|Drama|Fantasy|Science Fiction,0.0
Animation|Adventure|Family|History|War,0.0
Family|TV Movie|Music|Adventure|Fantasy,0.0
Fantasy,0.0
Fantasy|Action|Adventure|Comedy,0.0
Fantasy|Action|Drama|Thriller,0.0
Fantasy|Action|Thriller|Crime|Science Fiction|Mystery,0.0
Animation|Action|Fantasy|Science Fiction,0.0
Animation|Action|Science Fiction|Adventure|Fantasy,0.0
Animation|Action|Science Fiction|Drama|Fantasy,0.0
Animation|Action|Science Fiction|Fantasy,0.0
Animation|Action|Thriller,0.0
Animation|Action|Thriller|Science Fiction,0.0
Animation|Action|War|Fantasy,0.0
Animation|Action|Drama|Science Fiction,0.0
Animation|Action|Family|Science Fiction|TV Movie,0.0
Animation|Action|Fantasy|Comedy,0.0
Animation|Action|Fantasy|Drama|Comedy,0.0
Fantasy|Animation|Action|Comedy|Family,0.0
Fantasy|Animation|Comedy|Family,0.0
Fantasy|Animation|Comedy|Family|Adventure,0.0
Fantasy|Animation|Comedy|Family|Mystery|Adventure,0.0
Fantasy|Animation|Drama,0.0
Fantasy|Animation|Drama|Comedy|Science Fiction|Family,0.0
Fantasy|Adventure|Animation|Drama|Science Fiction,0.0
Fantasy|Adventure|Comedy|TV Movie,0.0
Fantasy|Adventure|Family|Drama|Science Fiction|Romance,0.0
Fantasy|Adventure|Mystery|Animation,0.0
Fantasy|Animation,0.0
Fantasy|Animation|Action,0.0
Animation|Action|Adventure|Comedy|Drama|Fantasy|Romance,0.0
Animation|Action|Adventure|Comedy|Family|Fantasy|Science Fiction,0.0
Animation|Action|Adventure|Crime|Fantasy,0.0
Animation|Action|Adventure|Family|Comedy,0.0
Animation|Action|Adventure|Family|Fantasy|Romance,0.0
