Combination of Genres,Average Revenue
Animation|Action|Adventure|Fantasy|Comedy,0.0
Animation|Action|Adventure|Fantasy|Horror,0.0
Animation|Action|Adventure|Fantasy|Science Fiction,0.0
Fantasy|Drama|Romance|Adventure|Comedy,0.0
Fantasy|Drama|Science Fiction|Family,0.0
Adventure|Western|History,0.0
Fantasy|Animation|Horror|Action|Thriller|Science Fiction|Family|Mystery,0.0
Fantasy|Animation|Science Fiction|Family|Action,0.0
Fantasy|Comedy|Family|Adventure,0.0
Fantasy|Drama|Horror|Action|Thriller|Mystery,0.0
Animation|Adventure,0.0
Animation|Adventure|Action|Comedy,0.0
Animation|Adventure|Comedy|Family|Science Fiction|Action,0.0
Fantasy|Animation|Horror|Action,0.0
Fantasy|Science Fiction|Comedy,0.0
Adventure|Fantasy|Science Fiction,0.0
Adventure|Fantasy|Science Fiction|Action,0.0
Adventure|Fantasy|Science Fiction|Family|Action,0.0
Adventure|Fantasy|TV Movie,0.0
Adventure|History,0.0
Adventure|Horror|Action,0.0
Fantasy|Horror|Drama|Thriller,0.0
Fantasy|Horror|Family,0.0
Fantasy|Horror|Mystery|Thriller,0.0
Fantasy|Horror|Thriller|Drama,0.0
Fantasy|Mystery|Thriller|Drama,0.0
Fantasy|Romance|Comedy,0.0
Animation|Comedy|Family|Fantasy|Science Fiction,0.0
Animation|Action|Crime|Mystery,0.0
Animation|Action|Crime|Mystery|Romance|Thriller,0.0
Fantasy|Family,0.0
Fantasy|Family|Romance,0.0
Fantasy|Family|TV Movie,0.0
Western|Action|Fantasy|Horror,0.0
Crime|Action|Adventure|Comedy,0.0
Fantasy|Horror|Drama,0.0
War|Drama|Thriller,0.0
Animation|Action|Adventure|Mystery,0.0
Animation|Action|Adventure|Romance,0.0
Animation|Action|Adventure|Science Fiction,0.0
War|Drama|Thriller|Action,0.0
Animation|Action|Comedy|Fantasy,0.0
Animation|Action|Comedy|Mystery|Crime|Fantasy,0.0
Animation|Action|Crime,0.0
War|History|Horror|Drama,0.0
Action|Adventure|Animation|War|Science Fiction,0.0
Horror|Action|Animation,0.0
Action|Adventure|Comedy|Drama,0.0
Horror|Action|Science Fiction|TV Movie,0.0
Horror|Action|Science Fiction|Thriller,0.0
Action|Adventure|Comedy|Drama|Fantasy,0.0
Horror|Action|Thriller|Mystery,0.0
History|Action|Drama|War,0.0
Action|Adventure|Comedy|Fantasy|Animation,0.0
Action|Adventure|Comedy|Fantasy|Romance|Animation,0.0
Action|Adventure|Animation|Drama,0.0
History|Drama|TV Movie,0.0
History|Drama|Thriller|Crime,0.0
History|Fantasy|Drama,0.0
History|Horror,0.0
Adventure|TV Movie,0.0
Adventure|Thriller,0.0
Action|Adventure|Animation|Family|Science Fiction,0.0
Fantasy|Science Fiction|Thriller,0.0
Action|Adventure|Animation|Fantasy,0.0
Action|Adventure|Animation|Fantasy|Science Fiction,0.0
History,0.0
History|Action|Drama,0.0
Adventure|Horror|Action|Science Fiction,0.0
Action|Adventure|Animation|Horror,0.0
Action|Adventure|Animation|Science Fiction|Drama,0.0
Crime|Mystery|TV Movie,0.0
Crime|Romance|Drama,0.0
Crime|Thriller|Action|Drama,0.0
Crime|Drama|Mystery|TV Movie,0.0
Crime|Drama|Thriller|TV Movie,0.0
Adventure|Fantasy|Comedy|Science Fiction|Family,0.0
Adventure|Fantasy|Drama|Action,0.0
Adventure|Fantasy|Drama|Science Fiction|Family,0.0
Crime|Family|Comedy|Mystery,0.0
Horror|Crime|Drama|History,0.0
Horror|Crime|Drama|Thriller,0.0
Crime|History|Drama,0.0
Horror|Documentary,0.0
Adventure|Fantasy|Action|Drama,0.0
Crime|Horror,0.0
Crime|Documentary,0.0
Crime|Documentary|History,0.0
Crime|Drama|Action|Science Fiction,0.0
Crime|Drama|Fantasy|Horror|Thriller,0.0
Adventure|Fantasy|Animation|Action|Science Fiction|Family,0.0
Adventure|Fantasy|Animation|Action|Thriller|Science Fiction|Family|TV Movie,0.0
Horror|Comedy|Action,0.0
Crime|Drama|History|Thriller|TV Movie,0.0
Horror|Comedy|Drama,0.0
Horror|Comedy|Mystery,0.0
Horror|Comedy|Science Fiction|Thriller|TV Movie|Action,0.0
Crime|Action|Horror|Thriller,0.0
Crime|Action|Mystery|Thriller,0.0
Adventure|Family|TV Movie,0.0
Crime|Action|Thriller|Mystery,0.0
Horror|Action|War,0.0
Horror|Adventure,0.0
Horror|Adventure|Fantasy,0.0
Horror|Animation,0.0
Horror|Animation|Comedy,0.0
Horror|Animation|Drama,0.0
Crime|Adventure|Thriller,0.0
Adventure|Family|Drama|Comedy,0.0
Adventure|Family|Fantasy|Science Fiction,0.0
Adventure|Family|Fantasy|Science Fiction|TV Movie,0.0
Adventure|Family|Fantasy|TV Movie,0.0
Adventure|Family|Fantasy|TV Movie|Horror,0.0
Horror|Fantasy|Thriller|Drama,0.0
Horror|History|Drama|Thriller,0.0
Horror|History|Fantasy,0.0
Horror|Fantasy|Romance,0.0
Adventure|Drama|Family|Romance,0.0
Adventure|Drama|Fantasy|Family,0.0
Crime|Animation|Action|Mystery|Drama,0.0
Adventure|Drama|Thriller|Action|TV Movie,0.0
Adventure|Drama|Western|Family,0.0
Crime|Comedy|Drama,0.0
Adventure|Family|Action|Fantasy,0.0
Crime|Comedy|Science Fiction,0.0
Horror|Fantasy|Action|Science Fiction,0.0
Horror|Fantasy|Animation|Family,0.0
Horror|Fantasy|Comedy,0.0
Horror|Fantasy|Drama,0.0
Horror|Fantasy|Drama|Mystery,0.0
Horror|Fantasy|Mystery,0.0
Horror|Fantasy|Mystery|Thriller,0.0
Comedy|TV Movie,0.0
Horror|Drama|Adventure,0.0
Comedy|Thriller,0.0
Horror|Drama|Fantasy|Mystery,0.0
Horror|Drama|Mystery|Science Fiction,0.0
Comedy|Thriller|Horror,0.0
Horror|Drama|Romance,0.0
Comedy|Thriller|Mystery,0.0
Adventure|Crime|Drama|Thriller,0.0
Comedy|Romance|Horror,0.0
Adventure|Drama|Action|Comedy,0.0
Comedy|Romance|Music,0.0
Adventure|Drama|Action|History|Thriller,0.0
Adventure|Drama|Action|Thriller|Romance,0.0
Adventure|Drama|Action|Thriller|War,0.0
Comedy|Romance|TV Movie,0.0
Comedy|Romance|TV Movie|Fantasy|Music,0.0
Comedy|Romance|Thriller,0.0
Horror|Science Fiction|TV Movie,0.0
Adventure|Comedy|Family|Fantasy|TV Movie|Horror,0.0
Adventure|Comedy|Family|Science Fiction|Action,0.0
Adventure|Comedy|Family|TV Movie,0.0
Adventure|Comedy|Fantasy|Mystery,0.0
Comedy|Science Fiction|Adventure,0.0
Horror|Romance|Thriller,0.0
Comedy|Science Fiction|Animation,0.0
Horror|Science Fiction|Action,0.0
Horror|Science Fiction|Action|Fantasy,0.0
Horror|Science Fiction|Action|Thriller,0.0
Horror|Science Fiction|Comedy,0.0
Horror|Science Fiction|Comedy|TV Movie,0.0
Horror|Science Fiction|Drama,0.0
Horror|Mystery|Crime|Thriller,0.0
Horror|Mystery|Drama|Thriller,0.0
Horror|Mystery|Family,0.0
Documentary|Action|Adventure|Fantasy|Horror,0.0
Documentary|Action|Adventure|Thriller,0.0
Horror|Mystery|Thriller|Music,0.0
Horror|Mystery|Thriller|Science Fiction,0.0
Documentary|Action|Crime,0.0
Adventure|Animation|Fantasy|TV Movie|Comedy,0.0
Adventure|Animation|Fantasy|TV Movie|Comedy|Mystery,0.0
Adventure|Animation|Music|Fantasy|Comedy,0.0
Documentary|Action|Science Fiction,0.0
Adventure|Comedy|Animation|Fantasy,0.0
Adventure|Comedy|Animation|TV Movie,0.0
Adventure|Comedy|Family|Fantasy|TV Movie,0.0
Music|Comedy|Animation,0.0
Documentary|Animation,0.0
Music|Action|Adventure|Comedy|Family,0.0
Music|Adventure|Family|Fantasy,0.0
Music|Animation,0.0
Comedy|Romance|Fantasy,0.0
Adventure|Animation|Family|Comedy|Mystery|Science Fiction,0.0
Crime|Thriller|Drama|Action,0.0
Crime|Thriller|Mystery|Drama,0.0
Crime|Thriller|TV Movie,0.0
Comedy|Horror|Action|Crime,0.0
Comedy|Horror|Romance,0.0
Horror|Thriller|Romance,0.0
Comedy|Horror|Science Fiction|Thriller,0.0
Horror|Thriller|TV Movie,0.0
Comedy|Music|Romance|Fantasy,0.0
Horror|Western|Comedy|History,0.0
Horror|Science Fiction|Thriller|Action,0.0
Horror|TV Movie,0.0
Horror|TV Movie|Comedy|Music|Thriller|Science Fiction,0.0
Horror|Thriller|Action,0.0
Horror|Thriller|Action|Drama,0.0
Horror|Thriller|Adventure|Mystery,0.0
Comedy|Music|Romance|Science Fiction,0.0
Horror|Thriller|Comedy|Action,0.0
Drama|Action|Romance,0.0
Drama|Action|Science Fiction,0.0
Adventure|Animation|Action|Science Fiction,0.0
Comedy|Fantasy|Thriller,0.0
Documentary|Mystery|Crime,0.0
Adventure|Animation|Comedy|Family|Fantasy|TV Movie,0.0
Documentary|Science Fiction,0.0
Documentary|TV Movie,0.0
Music|TV Movie|Fantasy,0.0
Mystery|Action|Animation,0.0
Documentary|War,0.0
Adventure|Action|Horror|Thriller,0.0
Drama|Action|Adventure|Thriller|Mystery|Fantasy,0.0
Drama|Action|Comedy,0.0
Documentary|Animation|History,0.0
Adventure|Animation|Action,0.0
Music|Family|Fantasy|TV Movie|Comedy,0.0
Music|Family|TV Movie|Romance,0.0
Documentary|Comedy,0.0
Documentary|Crime,0.0
Music|Romance,0.0
Documentary|Crime|Drama,0.0
Music|Romance|TV Movie,0.0
Music|TV Movie,0.0
Documentary|Crime|History|Mystery,0.0
Music|Comedy|Fantasy,0.0
Documentary|Drama,0.0
Documentary|Drama|History,0.0
Music|Drama|Documentary|Crime,0.0
Music|Drama|Family|Romance,0.0
Music|Family,0.0
Music|Family|Animation|Comedy,0.0
Mystery|Fantasy|Comedy|Adventure,0.0
Documentary|History,0.0
Comedy|Drama|Family|TV Movie,0.0
Action|Thriller|TV Movie,0.0
Action|War|Drama,0.0
Comedy|Drama|Horror|Thriller,0.0
Drama|Adventure|Action,0.0
Adventure|Action|Animation|Science Fiction,0.0
Drama|Adventure|Mystery,0.0
Mystery|Drama|History|Family|Thriller,0.0
Mystery|Drama|Horror|Adventure|Animation,0.0
Drama|Adventure|Romance,0.0
Mystery|Drama|Romance|Thriller,0.0
Drama|Adventure|Romance|TV Movie,0.0
Drama|Animation,0.0
Mystery|Family|Animation|Adventure|Comedy,0.0
Mystery|Animation|Comedy|Fantasy,0.0
Mystery|Animation|Family|Adventure|Comedy|Fantasy,0.0
Mystery|Animation|Family|Comedy,0.0
Drama|Animation|Family|Comedy,0.0
Mystery|Crime|Adventure,0.0
Drama|Animation|Romance|Comedy,0.0
Mystery|Crime|Thriller|Romance,0.0
Mystery|Drama|Action|Crime,0.0
Adventure|Animation|Comedy|Family|TV Movie,0.0
Adventure|Animation|Comedy|Fantasy|Family,0.0
Adventure|Animation|Comedy|Fantasy|Mystery,0.0
Comedy|Family|Science Fiction|TV Movie,0.0
Adventure|Animation|Drama|History,0.0
Adventure|Animation|Family|Action,0.0
Adventure|Animation|Family|Comedy,0.0
Mystery|Animation,0.0
Action|Science Fiction|Mystery,0.0
Action|Science Fiction|TV Movie,0.0
Comedy|Family|TV Movie,0.0
Action|Science Fiction|War,0.0
Action|TV Movie|Science Fiction|Comedy|Adventure,0.0
Action|Thriller|Comedy,0.0
Comedy|Family|TV Movie|Romance,0.0
Action|Thriller|Crime|Fantasy|Mystery,0.0
Romance|Action|Adventure|Crime|Mystery,0.0
Comedy|Fantasy|Romance|Music|TV Movie,0.0
Romance|Adventure|Drama|Family|History,0.0
Romance|Animation,0.0
Romance|Animation|Comedy,0.0
Action|Science Fiction|Fantasy|Horror,0.0
Action|Science Fiction|Horror|Mystery,0.0
Drama|Action|Science Fiction|Thriller,0.0
Mystery|TV Movie|Crime|Drama,0.0
Mystery|TV Movie|Drama|Crime|Mystery,0.0
Comedy|Music|TV Movie,0.0
Comedy|Mystery|Horror,0.0
Mystery|Thriller|Horror|Science Fiction,0.0
Mystery|Thriller|Romance,0.0
Mystery|Western|Thriller,0.0
Action|Adventure|Animation|Comedy|TV Movie,0.0
Adventure|Action|Crime,0.0
Comedy|Romance|Adventure,0.0
Mystery|Horror|Comedy,0.0
Comedy|Family|Animation|Adventure|Mystery,0.0
Comedy|Family|Drama|Fantasy,0.0
Comedy|Crime|Drama|Thriller,0.0
Comedy|Crime|Horror|Fantasy,0.0
Comedy|Crime|Mystery|TV Movie,0.0
Action|Horror|Science Fiction|Animation,0.0
Action|Horror|Science Fiction|Fantasy,0.0
Action|Horror|TV Movie,0.0
Comedy|Crime|TV Movie,0.0
Action|Horror|Thriller|Fantasy,0.0
Action|Horror|Thriller|Science Fiction,0.0
Comedy|Crime|Thriller|Drama,0.0
Action|Mystery|Science Fiction|Horror,0.0
Romance|Drama|Crime,0.0
Comedy|Documentary,0.0
Romance|Drama|Music|TV Movie,0.0
Romance|Drama|TV Movie,0.0
Romance|Drama|Thriller,0.0
Comedy|Drama|Animation,0.0
Drama|Crime|TV Movie,0.0
Drama|Documentary,0.0
Drama|Family|Comedy,0.0
Romance|Comedy|Music,0.0
Romance|Comedy|Music|Drama,0.0
Romance|Comedy|TV Movie,0.0
Romance|Comedy|TV Movie|Music,0.0
Drama|Family|Fantasy|TV Movie,0.0
Romance|Drama|Action,0.0
Comedy|Animation|Family|Fantasy,0.0
Comedy|Animation|Fantasy|TV Movie,0.0
Drama|Comedy|Thriller|Crime,0.0
Action|Thriller|Fantasy|Crime,0.0
Drama|Crime|Action,0.0
Romance|Comedy|Drama|TV Movie,0.0
Romance|Comedy|Family|Action|Adventure,0.0
Romance|Comedy|Family|TV Movie,0.0
Romance|Comedy|Fantasy,0.0
Action|Family|Science Fiction,0.0
Action|Fantasy|Adventure|Comedy,0.0
Action|Fantasy|Animation,0.0
Action|Fantasy|Animation|Adventure,0.0
Action|Fantasy|Family|Comedy,0.0
Action|History,0.0
Action|History|Adventure,0.0
Drama|Crime|History|TV Movie,0.0
Romance|Science Fiction,0.0
Romance|TV Movie,0.0
Romance|TV Movie|Comedy,0.0
Romance|TV Movie|Drama,0.0
Drama|Crime|Romance,0.0
Comedy|Drama|TV Movie,0.0
Comedy|Family|Adventure|Crime,0.0
Drama|Comedy|History|Romance,0.0
Romance|Family|Drama,0.0
Romance|Family|TV Movie,0.0
Romance|Fantasy,0.0
Romance|Fantasy|Horror,0.0
Drama|Comedy|Science Fiction|Romance,0.0
Romance|History|Drama,0.0
Drama|Comedy|TV Movie,0.0
Romance|Music,0.0
Action|Mystery|Thriller|Science Fiction,0.0
Action|Romance|Crime,0.0
Comedy|Animation,0.0
Action|Science Fiction|Animation|Adventure,0.0
Action|Science Fiction|Drama|Horror,0.0
Comedy|Animation|Action|Adventure,0.0
Romance|Drama|Western,0.0
Romance|Family,0.0
Comedy|Animation|Adventure,0.0
Comedy|Animation|Adventure|Drama,0.0
Action|Drama|Horror|Science Fiction,0.0
Action|Drama|Horror|Thriller,0.0
Comedy|Animation|Adventure|TV Movie,0.0
Action|Drama|Science Fiction|Animation,0.0
Action|Drama|Thriller|Horror,0.0
Action|Drama|Thriller|Mystery,0.0
Comedy|Animation|Drama|Romance,0.0
Science Fiction|Action|Crime|Animation,0.0
Comedy|Action|Science Fiction|Thriller,0.0
Science Fiction|Action|Drama,0.0
Science Fiction|Action|Drama|Thriller|TV Movie,0.0
Science Fiction|Action|Thriller|Drama,0.0
Science Fiction|Adventure|Action|Comedy,0.0
Comedy|Action|Thriller,0.0
Science Fiction|Action|Adventure|Comedy|TV Movie,0.0
Science Fiction|Action|Adventure|Family,0.0
Comedy|Adventure|Drama|Family,0.0
Comedy|Adventure|Family|Animation,0.0
Science Fiction|Action|Animation|Adventure,0.0
Science Fiction|Action|Animation|Fantasy,0.0
Science Fiction|Action|Animation|Fantasy|Thriller,0.0
Science Fiction|Action|Animation|Mystery,0.0
Comedy|Adventure|Family|Fantasy|Animation,0.0
Drama|Fantasy|TV Movie|Family,0.0
Drama|Fantasy|Thriller,0.0
Action|Horror|Comedy|Science Fiction|Thriller,0.0
Action|Horror|Drama|Fantasy,0.0
Action|Horror|Mystery,0.0
Science Fiction|Action|Adventure|Animation,0.0
Science Fiction|Action|Adventure|Animation|Family,0.0
Action|Comedy|Western,0.0
Action|Crime|Comedy|Thriller,0.0
Action|Crime|Drama|Mystery,0.0
Action|Crime|Horror,0.0
Drama|History|Family,0.0
Comedy|Drama|Crime|Thriller,0.0
Comedy|Drama|Family|Fantasy|TV Movie,0.0
Action|Drama|Comedy|Fantasy|Science Fiction|Animation,0.0
Science Fiction|Comedy,0.0
Science Fiction|Comedy|Action,0.0
Science Fiction|Comedy|Adventure|Romance,0.0
Science Fiction|Comedy|Animation|Family|Adventure,0.0
Science Fiction|Comedy|Fantasy,0.0
Drama|Family|TV Movie|Comedy,0.0
Science Fiction|Comedy|Romance,0.0
Drama|Fantasy|Comedy,0.0
Drama|Fantasy|Comedy|TV Movie,0.0
Science Fiction|Animation|Action|Adventure,0.0
Science Fiction|Animation|Action|Adventure|Family,0.0
Science Fiction|Animation|Action|Adventure|Fantasy,0.0
Science Fiction|Animation|Action|Drama,0.0
Science Fiction|Animation|Action|Fantasy,0.0
Science Fiction|Animation|Adventure|Fantasy,0.0
Science Fiction|Animation|Drama,0.0
Action|Drama|Thriller|Science Fiction,0.0
Action|Drama|Western|Adventure,0.0
Action|Family,0.0
Science Fiction|Adventure|Animation|Action|Fantasy,0.0
Science Fiction|Adventure|Animation|Drama|Fantasy|Romance|Action,0.0
Animation|Science Fiction|Action|Adventure|Drama|War,0.0
Science Fiction|Adventure|Mystery|Action|Thriller|Fantasy|Comedy,0.0
Animation|Science Fiction|Action|Adventure|Fantasy,0.0
Science Fiction|TV Movie|Action|Adventure|Comedy|Horror,0.0
Animation|Science Fiction|Adventure,0.0
Science Fiction|Thriller|Action,0.0
Science Fiction|Thriller|Drama|Crime,0.0
Science Fiction|Thriller|Horror|Fantasy|Mystery,0.0
Science Fiction|Thriller|Mystery|Action|Adventure,0.0
Science Fiction|Thriller|Mystery|Crime,0.0
Science Fiction|War,0.0
Animation|Science Fiction|Crime|Mystery|War,0.0
Science Fiction|Mystery|Drama|Thriller|TV Movie,0.0
Science Fiction|Romance,0.0
Science Fiction|Romance|Animation,0.0
Science Fiction|Romance|Comedy,0.0
Science Fiction|Romance|Drama,0.0
Science Fiction|Romance|Thriller,0.0
Science Fiction|TV Movie,0.0
Science Fiction|Drama|Horror,0.0
Animation|Science Fiction|Drama,0.0
Animation|Science Fiction|Family,0.0
Animation|Science Fiction|Family|Action,0.0
Science Fiction|Family|Animation,0.0
Science Fiction|Fantasy,0.0
Science Fiction|Fantasy|Horror,0.0
Drama|Horror|Thriller|Science Fiction,0.0
Drama|Music|Comedy,0.0
Animation|Romance|Science Fiction|Comedy,0.0
Animation|Science Fiction|Action|Adventure,0.0
Science Fiction|Crime|Animation|Mystery|Action,0.0
Science Fiction|Crime|Thriller|Action,0.0
Science Fiction|Drama|Action|Romance,0.0
Science Fiction|Drama|Adventure,0.0
Science Fiction|Drama|Fantasy|Thriller,0.0
Action|Comedy|Science Fiction|Animation,0.0
Action|Comedy|Science Fiction|Romance|Drama,0.0
Action|Comedy|Science Fiction|TV Movie|Adventure,0.0
Action|Comedy|Thriller|Horror,0.0
TV Movie|Drama|History,0.0
TV Movie|Drama|Thriller|Crime,0.0
TV Movie|Family|Comedy|Adventure|Crime|Drama|Music,0.0
TV Movie|Family|Comedy|Fantasy,0.0
Action|Comedy|Crime|Romance|Science Fiction|Thriller,0.0
Action|Comedy|Fantasy|Animation,0.0
Drama|Horror|Romance|Science Fiction,0.0
Drama|Horror|TV Movie,0.0
Action|Comedy|Fantasy|Thriller,0.0
Drama|Horror|Thriller|Action,0.0
Action|Comedy|Horror|Science Fiction|Thriller,0.0
Action|Comedy|Horror|Western,0.0
TV Movie|Comedy|Family|Romance,0.0
TV Movie|Comedy|Romance,0.0
TV Movie|Crime|Drama|Fantasy|Thriller|Animation,0.0
TV Movie|Crime|Mystery|Thriller,0.0
TV Movie|Documentary,0.0
TV Movie|Documentary|Comedy,0.0
TV Movie|Drama,0.0
TV Movie|Drama|Fantasy,0.0
TV Movie|Action|Adventure|Animation|Family,0.0
TV Movie|Adventure|Action|Science Fiction|Horror,0.0
TV Movie|Animation|Comedy|Family|Drama,0.0
TV Movie|Animation|Family|Comedy,0.0
TV Movie|Comedy,0.0
TV Movie|Comedy|Drama|Family,0.0
TV Movie|Comedy|Family,0.0
TV Movie|Comedy|Family|Music,0.0
Thriller|Adventure|Fantasy|Science Fiction|Romance,0.0
Thriller|Animation|Action|Comedy|Horror|Mystery,0.0
Drama|History|TV Movie,0.0
Action|History|Drama|War,0.0
Thriller|Animation|Fantasy,0.0
Thriller|Animation|Science Fiction,0.0
Thriller|Comedy|Action,0.0
Thriller|Crime|Action|Adventure,0.0
Thriller|Action|Adventure|Crime,0.0
Drama|History|Thriller|Action,0.0
Drama|History|Thriller|Crime,0.0
Drama|Horror|Music,0.0
Drama|Horror|Mystery|Comedy,0.0
Drama|Romance|Animation|Science Fiction,0.0
Thriller|Action|Science Fiction|Crime,0.0
Thriller|Adventure|Animation|Comedy|Fantasy|Science Fiction,0.0
TV Movie|Romance,0.0
TV Movie|Romance|Drama,0.0
TV Movie|Romance|Thriller,0.0
TV Movie|Science Fiction|Drama,0.0
TV Movie|Thriller,0.0
TV Movie|Thriller|Animation|Crime|Drama|Fantasy,0.0
TV Movie|Thriller|Crime,0.0
Drama|Romance|Science Fiction|Thriller|Mystery,0.0
TV Movie|Family|Drama,0.0
TV Movie|Family|Drama|Music,0.0
TV Movie|Fantasy|Animation|Action|Thriller|Science Fiction|Horror,0.0
TV Movie|Fantasy|Animation|Horror|Action|Thriller|Science Fiction,0.0
TV Movie|Fantasy|Family,0.0
TV Movie|Fantasy|Family|Comedy,0.0
TV Movie|Horror,0.0
TV Movie|Horror|Science Fiction,0.0
Action|Animation|Science Fiction|TV Movie|War,0.0
Action|Animation|Science Fiction|Thriller,0.0
Action|Animation|Science Fiction|War,0.0
Action|Comedy|Adventure|Crime|Thriller,0.0
Drama|Romance|TV Movie,0.0
Thriller|Crime|Romance,0.0
Drama|TV Movie,0.0
Thriller|Crime|TV Movie,0.0
Action|Animation|Fantasy|Horror,0.0
Action|Animation|Fantasy|Science Fiction,0.0
Action|Animation|History,0.0
Action|Animation|Horror,0.0
Drama|Mystery|Romance|Thriller,0.0
Action|Animation|Science Fiction|Crime,0.0
Action|Animation|Science Fiction|Family,0.0
Action|Animation|Science Fiction|Fantasy,0.0
Action|Animation|Family,0.0
Drama|Mystery|Thriller|History,0.0
Action|Animation|Family|Science Fiction,0.0
Action|Animation|Family|Science Fiction|TV Movie,0.0
Drama|Mystery|Thriller|TV Movie,0.0
Animation|War|Science Fiction,0.0
Action|Animation|Fantasy|Comedy,0.0
Comedy|Action|Animation|Adventure,0.0
Thriller|Crime|Action|Drama|History,0.0
Thriller|Crime|Drama|Action,0.0
Thriller|Crime|Drama|Horror,0.0
Thriller|Crime|Drama|Romance,0.0
Action|Animation|Drama|Mystery,0.0
Action|Animation|Drama|Romance,0.0
Action|Animation|Drama|Science Fiction,0.0
Action|Animation|Drama|Science Fiction|Adventure,0.0
Action|Animation|Crime,0.0
Drama|Mystery|Fantasy|Horror,0.0
Animation|Science Fiction|Fantasy|Action,0.0
Action|Animation|Crime|Science Fiction,0.0
Action|Animation|Crime|Thriller,0.0
Action|Animation|Drama,0.0
Action|Animation|Drama|Fantasy,0.0
Animation|Science Fiction|TV Movie,0.0
Action|Animation|Adventure|Comedy|Drama,0.0
Action|Animation|Adventure|Comedy|Drama|Family|Fantasy,0.0
Action|Animation|Adventure|Comedy|Fantasy,0.0
Action|Animation|Adventure|Comedy|Fantasy|Science Fiction,0.0
Action|Animation|Adventure|Crime|Science Fiction,0.0
Action|Animation|Adventure|Fantasy,0.0
Action|Animation|Adventure|Fantasy|Mystery,0.0
Animation|Science Fiction|Thriller|Drama,0.0
Thriller|Fantasy|Action|Comedy,0.0
Animation|Science Fiction|War|Action|Romance|Music,0.0
Animation|TV Movie|Action|Comedy|Fantasy,0.0
Action|Adventure|Science Fiction|Romance,0.0
Action|Adventure|TV Movie,0.0
Action|Adventure|Thriller|Western,0.0
Action|Animation,0.0
Animation|Romance,0.0
Animation|Romance|Comedy|Drama|Fantasy,0.0
Thriller|Drama|Fantasy|Horror,0.0
Animation|Romance|Family|Fantasy,0.0
Thriller|Drama|Horror|Mystery,0.0
Animation|Romance|Music|Drama,0.0
Thriller|Drama|Mystery|Horror,0.0
Thriller|Drama|TV Movie,0.0
Thriller|Drama|War|History,0.0
Action|Adventure|Fantasy|Drama,0.0
Animation|Romance|Science Fiction,0.0
Action|Adventure|Fantasy|TV Movie,0.0
Animation|Horror|Fantasy|Drama,0.0
Animation|Horror|Science Fiction|Thriller,0.0
Animation|Music,0.0
Action|Adventure|Science Fiction|Animation,0.0
Thriller|Horror|TV Movie,0.0
Animation|Mystery,0.0
Thriller|Romance|Drama,0.0
Thriller|Romance|Drama|Mystery,0.0
Animation|Mystery|Action|Crime,0.0
Animation|Mystery|Comedy|Family|Adventure|Fantasy|Music,0.0
Action|Adventure|Family,0.0
Animation|Mystery|Horror|Science Fiction,0.0
Action|Adventure|Fantasy|Animation,0.0
Animation|Fantasy|War|TV Movie,0.0
Thriller|Mystery|Drama|Horror,0.0
Animation|Horror,0.0
Thriller|Mystery|Drama|Romance,0.0
Thriller|Mystery|Horror,0.0
Thriller|Mystery|Horror|Crime,0.0
Thriller|Mystery|Romance,0.0
Animation|Horror|Action,0.0
Thriller|Horror|Comedy|Crime,0.0
Thriller|Horror|Comedy|Mystery,0.0
Animation|Horror|Action|Comedy,0.0
Animation|Horror|Action|Science Fiction,0.0
Animation|Horror|Adventure|Mystery|Action|Science Fiction,0.0
Thriller|Horror|Mystery|Drama,0.0
Drama|Thriller|Crime|Horror,0.0
Action|Adventure|Science Fiction|Documentary,0.0
War|Action|Thriller,0.0
War|Action|Thriller|Drama,0.0
Drama|Thriller|Horror|Mystery,0.0
Action|Adventure|Animation,0.0
Western|Horror,0.0
Western|Mystery|Thriller|Drama,0.0
Western|TV Movie,0.0
Action|Adventure|Comedy|TV Movie,0.0
Animation|Fantasy|Horror,0.0
Animation|Fantasy|Music|Adventure|Comedy,0.0
Thriller|TV Movie,0.0
Thriller|TV Movie|Drama,0.0
Thriller|Thriller|Drama,0.0
Thriller|War,0.0
Animation|Fantasy|Mystery,0.0
Animation|Fantasy|Mystery|Horror|Action,0.0
Action|Adventure|Crime|Drama,0.0
Action|Adventure|Crime|Drama|Romance|Thriller,0.0
Animation|Family|Science Fiction|Action,0.0
Animation|Family|TV Movie,0.0
Action|Adventure|Drama|Fantasy|Animation,0.0
Action|Adventure|Drama|Horror|Science Fiction|Thriller,0.0
Action|Adventure|Drama|Romance|Thriller,0.0
Animation|Family|TV Movie|Adventure|Comedy|Fantasy,0.0
Action|Adventure|Science Fiction|Fantasy|Comedy|Horror,0.0
Animation|Family|TV Movie|Comedy|Fantasy,0.0
Action|Adventure|Science Fiction|Horror|Comedy,0.0
Action|Adventure|Comedy|Horror,0.0
Action|Adventure|Comedy|Horror|Science Fiction,0.0
Action|Adventure|Comedy|Horror|Science Fiction|Thriller,0.0
Action|Adventure|Comedy|Romance,0.0
Thriller|Animation|Action|Drama,0.0
